Academic_Calendar,Academic_Counseling,Academic_Staff,Acronym,Address,Admission_Office,Admission_Rate,Campus_Setting,Career_Services,Control_Type,Distance_Learning,Entity_Type,Fax,Financial_Aids,Founded,Housing,Institutional_Hospital,International_students,Library,Local_students,Motto,Religious_Affiliation,Selection_Type,Sport_Facilities,Student_Enrollment,Study_Abroad,Tel,country_name,country_rank,facebook,flag_img,instagram,linkedin,name,name_t,name_t_t,other_locations,screenshort,subject,twitter,uni_logo,university_name,url,wiki,world_rank,youtube
Semesters,Not reported,"over-5,000",DE,1. Egyetem ter Debrecen  4032 Hajdu-Bihar Hungary,98. Nagyerdei krt Debrecen 4032 (52) 258 051,Not reported,Suburban,Not reported,Public,Not reported,Non-Profit,+36 (52) 310 007,Yes,1912 Origins date back to 1538,Yes,Yes,,Yes,,,None,"Yes, based on entrance examinations and students' past academic record and grades",Yes,"25,000-29,999",Yes,+36 (52) 512 900,"Hungary

",5,https://www.facebook.com/debrecenuniversity/,https://www.4icu.org//i/flags/Hungary.png,https://www.instagram.com/unideb_official/,https://www.linkedin.com/school/debreceni-egyetem/,University of Debrecen,University of Debrecen,University of Debrecen,Nyíregyháza,https://www.4icu.org//i/screenshots/7637.jpg,Department of Agricultural and Food Sciences and Environmental Management | Department of Child and Adult Education | Department of Dentistry | Department of Economics and Business | Department of Engineering | Department of Health | Department of Humanities | Department of Informatics | Department of Law | Department of Medicine | Department of Music | Department of Pharmacy | Department of Public Health | Department of Science and Technology,https://twitter.com/degyetem,https://www.4icu.org//i/logos-seals/7637.png,Debreceni Egyetem,https://www.4icu.org/reviews/7637.htm,https://en.wikipedia.org/wiki/University_of_Debrecen,1388,https://www.youtube.com/channel/UCexKoYV1qWc7ROLFu50mFXA
Semesters,Not reported,"1,000-1,499",FeU,Feithstrasse 152 Hagen  58097 North Rhine-Westphalia Germany,,Not reported,Urban,Not reported,Public,Not reported,Non-Profit,+49 (2331) 987 330,Not reported,1974,Not reported,Not reported,,Yes,,Ipsa Scientia Potestas Est Knowledge Itself Is Power,None,Not reported,Not reported,"30,000-34,999",Yes,+49 (2331) 987 01,"Germany

",55,https://www.facebook.com/fernunihagen/,https://www.4icu.org//i/flags/Germany.png,https://www.instagram.com/fernunihagen/,https://www.linkedin.com/school/fernuniversitat-in-hagen/,University of Hagen,University of Hagen,University of Hagen,,https://www.4icu.org//i/screenshots/7636.jpg,Department of Cultural and Social Sciences | Department of Mathematics and Computer Science | Department of Economics | Department of Law,https://twitter.com/fernunihagen,https://www.4icu.org//i/logos-seals/7636.png,FernUniversität in Hagen,https://www.4icu.org/reviews/7636.htm,https://en.wikipedia.org/wiki/University_of_Hagen,932,https://www.youtube.com/channel/UCgW7fPypz8s4nKgJ9WjK4ZQ
Semesters,Not reported,400-499,IUAV,Santa Croce 191 Tolentini Venezia  30135 Veneto Italy,Santa Croce 601 Campo della Lana Venezia 30135 041 257 1779,Not available,Urban,Not reported,Public,Not reported,Non-Profit,+39 041 810 6727,Yes,1926,Yes,Not reported,,Yes,,,None,"Yes, based on entrance examinations",Yes,"3,000-3,999",Yes,+39 041 257 1779,"Italy

",48,https://www.facebook.com/UniversitaIuavDiVenezia/,https://www.4icu.org//i/flags/Italy.png,https://www.instagram.com/iuav_venezia/,https://www.linkedin.com/school/iuav_venezia/,IUAV University of Venice,IUAV University of Venice,IUAV University of Venice,Treviso,https://www.4icu.org//i/screenshots/7639.jpg,Department of Architecture | Department of Arts and Design | Department of Regional Planning,https://twitter.com/Iuav,https://www.4icu.org//i/logos-seals/7639.png,Università Iuav di Venezia,https://www.4icu.org/reviews/7639.htm,https://en.wikipedia.org/wiki/Universit%C3%A0_Iuav_di_Venezia,2188,https://www.youtube.com/channel/UCyhpQjdRNNo-kSm7PI1tvLw
Trimesters,Not reported,400-499,UNIFG,"Via Antonio Gramsci, 89-91 Foggia  71100 Puglia Italy","Via Antonio Gramsci, 89-91 Foggia 71100 0881 338 343 0881 338 337",Not available,Urban,Not reported,Public,Not reported,Non-Profit,+39 0881 338 545,Not reported,1999,Not reported,Yes,,Yes,,,None,"None, open admission policy",Yes,"10,000-14,999",Yes,+39 0881 338 343,"Italy

",59,https://www.facebook.com/unifg.it/,https://www.4icu.org//i/flags/Italy.png,https://www.instagram.com/unifg_official/,https://www.linkedin.com/school/universit%C3%A0-degli-studi-di-foggia/,University of Foggia,University of Foggia,University of Foggia,"San Severo, Manfredonia, Cerignola",https://www.4icu.org//i/screenshots/7640.jpg,Department of Agriculture | Department of Economics | Department of Law | Department of Literature and Philosophy | Department of Medicine and Surgery | Department of Education,https://twitter.com/unifg,https://www.4icu.org//i/logos-seals/7640.png,Università degli Studi di Foggia,https://www.4icu.org/reviews/7640.htm,https://en.wikipedia.org/wiki/Universit%C3%A0_degli_studi_di_Foggia,2875,https://www.youtube.com/channel/UCcLEgkqIlUGtAD-tyUB5JcQ
Semesters,Not reported,400-499,MRU,20 Ateities Street Vilnius  08303 Vilnius Lithuania,20 Ateities Street Vilnius 08303 (5) 271 4603,Not available,Urban,Not reported,Public,Yes,Non-Profit,+370 (5) 267 6000,Yes,1990,Yes,Not reported,,Yes,,,None,"Yes, based on students' past academic record and grades",Yes,"20,000-24,999",Yes,+370 (5) 271 4625,"Lithuania

",6,https://www.facebook.com/MykoloRomerioUniversitetas/,https://www.4icu.org//i/flags/Lithuania.png,https://www.instagram.com/mru.universitetas/,https://www.linkedin.com/school/mykolas-romeris-university/,Mykolas Romeris University,Mykolas Romeris University,Mykolas Romeris University,Kaunas,https://www.4icu.org//i/screenshots/7641.jpg,Department of Economics and Finance Management | Department of Law | Department of Politics and Management | Department of Social Policy | Business and Media School | Department of Social Technologies | Department of Public Security | Institute of Humanities,https://twitter.com/mru_university,https://www.4icu.org//i/logos-seals/7641.png,Mykolo Romerio Universitetas,https://www.4icu.org/reviews/7641.htm,https://en.wikipedia.org/wiki/Mykolas_Romeris_University,2903,https://www.youtube.com/channel/UCxfax0AIeX5VQ_eZuFVwrdg
Semesters,Not reported,400-499,ATH,ul. Willowa 2 Bielsko-Biala  43-309 Silesian Voivodeship Poland,ul. Willowa 2 Bielsko-Biala 43-309 (33) 82793 56,Not reported,Urban,Yes,Public,Not reported,Non-Profit,+48 (33) 827 9447,Not reported,2001,Yes,Not reported,,Yes,,Open for the future,None,"Yes, based on entrance examinations and students' past academic record and grades",Yes,"5,000-5,999",Yes,+48 (33) 827 9356,"Poland

",68,https://www.facebook.com/ATHBielsko/,https://www.4icu.org//i/flags/Poland.png,https://www.instagram.com/athbielsko/,https://www.linkedin.com/school/akademia-techniczno-humanistyczna-w-bielsku-bia%C5%82ej/,University of Bielsko-Biala,University of Bielsko-Biala,University of Bielsko-Biala,,https://www.4icu.org//i/screenshots/7644.jpg,"Department of Mechanical Engineering and Computer Science | Department of Materials, Civil and Environmental Engineering | Department of Management and Transport | Department of Humanities and Social Sciences | Department of Health Sciences",https://twitter.com/ATHBielsko,https://www.4icu.org//i/logos-seals/7644.png,Akademia Techniczno-Humanistyczna,https://www.4icu.org/reviews/7644.htm,https://en.wikipedia.org/wiki/University_of_Bielsko-Bia%C5%82a,5266,https://www.youtube.com/channel/UCkZdGIqX3Gv7H0dVfYX8wtA
Semesters,Not reported,300-399,,Deane Road Bolton  BL3 5AB North West England United Kingdom,Deane Road Bolton BL3 5AB (1204) 900600 (1204) 903903,Not reported,Urban,Not reported,Public,Not reported,Non-Profit,+44 (1204) 903 116,Not reported,2004 Origins date back to 1825 as Bolton Mechanics' Institute,Not reported,Not reported,,Yes,,Sapientia Superat Moras Wisdom is over Morus,None,"Yes, based on students' past academic record and grades",Yes,"6,000-6,999",Not reported,+44 (1204) 900 600,"United Kingdom

",121,https://www.facebook.com/UniversityofBolton/,https://www.4icu.org//i/flags/United-Kingdom.png,https://www.instagram.com/boltonuni/,https://www.linkedin.com/school/university-of-bolton/,University of Bolton,University of Bolton,University of Bolton,,https://www.4icu.org//i/screenshots/7653.jpg,"School of Arts, Media and Education | School of the Built Environment and Engineering | Bolton Business School | School of Games Computing and Creative Technologies | School of Health and Social Sciences",https://twitter.com/BoltonUni,https://www.4icu.org//i/logos-seals/7653.png,University of Bolton,https://www.4icu.org/reviews/7653.htm,https://en.wikipedia.org/wiki/University_of_Bolton,2100,https://www.youtube.com/channel/UC6wB3JWxOzfFt0d4OQEAkiA
Semesters,Yes,50-99,,3 East 43 Street New York City  10017 New York United States,(212) 986 4343,60-70%,Urban,Yes,Private,Yes,For-Profit,+1 (973) 278 6243,Yes,1931,Not reported,Not reported,,"Yes  Berkeley College-New York's library collection is comprised of both physical (i.e. books, medium etc.) and digital/electronic items. In 2018 the library has reported 31,426 physical volumes, 5,345 physical media, 4,460 digital/electronic medium and 84 licensed digital/electronic databases. Berkeley College-New York's library has 3 branches.",,,None,"None, open admission policy",Not reported,"5,000-5,999",Yes,+1 (212) 986 4343,"United States

",951,https://www.facebook.com/BerkeleyCollegePage/,https://www.4icu.org//i/flags/United-States.png,https://www.instagram.com/berkeleycollege/,https://www.linkedin.com/school/berkeley-college/,Berkeley College,Berkeley College,Berkeley College,White Plains,https://www.4icu.org//i/screenshots/7681.jpg,Larry L. Luing School of Business | School of Graduate Studies | School of Health Studies | School of Liberal Arts | School of Professional Studies,https://twitter.com/berkeleycollege,https://www.4icu.org//i/logos-seals/7681.png,Berkeley College,https://www.4icu.org/reviews/7681.htm,https://en.wikipedia.org/wiki/Berkeley_College,2513,https://www.youtube.com/channel/UCex7ORdjfZgFf0nqCeka9mQ
Semesters,Yes,50-99,,22 Sullivan Street Cazenovia  13035 New York United States,22 Sullivan Street Cazenovia 13035 (315) 655 7208 18006543210,80-90%,Suburban,Yes,Private,Yes,Non-Profit,+1 (315) 655 4143,Yes,1824,"Yes Cazenovia College provides on-campus housing. The total dormitory capacity, whether on or off campus, was about 740 students in the 2018 academic year.",Not reported,,"Yes  Cazenovia College's library collection is comprised of both physical (i.e. books, medium etc.) and digital/electronic items. In 2018 the library has reported 59,043 physical volumes, 691 physical media and 89 licensed digital/electronic databases.",,,None,"Yes, based on entrance examinations and students' past academic record and grades",Yes,"1,000-1,999",Yes,+1 (800) 654 3210,"United States

",1410,https://www.facebook.com/CazenoviaCollege/,https://www.4icu.org//i/flags/United-States.png,https://www.instagram.com/cazenoviacollege/,https://www.linkedin.com/school/cazenovia-college/,Cazenovia College,Cazenovia College,Cazenovia College,,https://www.4icu.org//i/screenshots/7683.jpg,Division of Art and Design | Division of Business and Management | Division of Humanities | Division of Natural Sciences and Education | Division of Social and Behavioral Sciences,https://twitter.com/cazcollege,https://www.4icu.org//i/logos-seals/7683.png,Cazenovia College,https://www.4icu.org/reviews/7683.htm,https://en.wikipedia.org/wiki/Cazenovia_College,4107,https://www.youtube.com/channel/UCnqRB4Gj5lZudi6MLK2cHkA
Semesters,Yes,500-599,,450 S Easton Road Glenside  19038-3295 Pennsylvania United States,(215) 572 2910,60-70%,Suburban,Yes,Private,Yes,Non-Profit,+1 (215) 881 8799,Yes,1853,"Yes Arcadia University provides on-campus housing. The total dormitory capacity, whether on or off campus, was about 1,301 students in the 2018 academic year.",Not reported,,"Yes  Arcadia University's library collection is comprised of both physical (i.e. books, medium etc.) and digital/electronic items. In 2018 the library has reported 110,000 physical volumes, 1,200 physical media and 55 licensed digital/electronic databases.",,,Christian-Presbyterian Presbyterian Church (USA) - www.pcusa.org,"Yes, based on entrance examinations and students' past academic record and grades",Yes,"4,000-4,999",Yes,+1 (215) 572 2900,"United States

",606,https://www.facebook.com/arcadia.university/,https://www.4icu.org//i/flags/United-States.png,https://www.instagram.com/arcadiauniversity/,https://www.linkedin.com/school/arcadia-university/,Arcadia University,Arcadia University,Arcadia University,,https://www.4icu.org//i/screenshots/7680.jpg,College of Arts and Sciences | College of Health Sciences | College of Global Studies | School of Education | School of Global Business | School of Continuing Studies,https://twitter.com/arcadia1853,https://www.4icu.org//i/logos-seals/7680.png,Arcadia University,https://www.4icu.org/reviews/7680.htm,https://en.wikipedia.org/wiki/Arcadia_University,1566,https://www.youtube.com/channel/UCmePx9N-um8ANZGCqBR4bZg
Trimesters,,under-50,NLC,"10000 New Hampshire Avenue Silver Spring (population range: 50,000-249,999) 20903-1706 Maryland United States",10000 New Hampshire Avenue Silver Spring 20903 +1 (301) 431 5440,Not available,Suburban,,Private,Yes,Non-Profit,,Yes,1997  Origins date back to 1969,Yes,,,Yes,,,None,,Not reported,500-999,Not reported,,"United States

",1727,https://www.facebook.com/NationalLaborCollege/,https://www.4icu.org//i/flags/United-States.png,/flickr/,/linkedin/,National Labor College,National Labor College,National Labor College,,https://www.4icu.org//i/screenshots/7693.jpg,School of Labor Studies School of Professional Studies,https://twitter.com/NLCLaborCollege,https://www.4icu.org//i/logos-seals/7693.png,National Labor College,https://www.4icu.org/reviews/7693.htm,https://en.wikipedia.org/wiki/National_Labor_College,7156,https://www.youtube.com/user/NLCLaborCollege
Semesters,Yes,400-499,PCT,One College Avenue Williamsport  17701-5799 Pennsylvania United States,One College Avenue Williamsport 17701 (570) 327 4761 (800) 367 9222,80-90%,Urban,Yes,Public State,Yes,Non-Profit,+1 (570) 327 4503,Yes,1989,"Yes Pennsylvania College of Technology provides on-campus housing. The total dormitory capacity, whether on or off campus, was about 1,710 students in the 2018 academic year.",Not reported,,"Yes  Pennsylvania College of Technology's library collection is comprised of both physical (i.e. books, medium etc.) and digital/electronic items. In 2018 the library has reported 88,761 physical volumes, 4,294 physical media, 3,017 digital/electronic medium and 165 licensed digital/electronic databases.",,Degrees that work,None,Not reported,Yes,"5,000-5,999",Yes,+1 (570) 326 3761,"United States

",806,https://www.facebook.com/penncollege/,https://www.4icu.org//i/flags/United-States.png,https://www.instagram.com/penncollege/,https://www.linkedin.com/school/pennsylvania-college-of-technology/,Pennsylvania College of Technology,Pennsylvania College of Technology,Pennsylvania College of Technology,,https://www.4icu.org//i/screenshots/7697.jpg,School of Business and Computer Technologies | School of Construction and Design Technologies | School of Health Sciences | School of Hospitality | School of Industrial and Engineering Technologies | School of Integrated Studies | School of Natural Resources Management | School of Transportation Technology,https://twitter.com/penncollege,https://www.4icu.org//i/logos-seals/7697.png,Pennsylvania College of Technology,https://www.4icu.org/reviews/7697.htm,https://en.wikipedia.org/wiki/Pennsylvania_College_of_Technology,2087,https://www.youtube.com/channel/UCb_JeH-0SzKbKOqSe0DZnmA
Semesters,Yes,200-299,SUNY Delhi,454 Delhi Drive Delhi  13753-1100 New York United States,"454 Delhi Drive, Bush Hall Delhi 13753 (607) 746 4870",60-70%,Rural,Yes,Public State,Yes,Non-Profit,+1 (607) 746 4208,Yes,1913,"Yes SUNY Delhi provides on-campus housing. The total dormitory capacity, whether on or off campus, was about 1,840 students in the 2018 academic year.",Not reported,,"Yes  SUNY College of Technology at Delhi's library collection is comprised of both physical (i.e. books, medium etc.) and digital/electronic items. In 2018 the library has reported 34,976 physical volumes, 779 physical media, 17,938 digital/electronic medium and 72 licensed digital/electronic databases.",,SUNY Delhi transforms lives.,None,"Yes, based on entrance examinations and students' past academic record and grades",Yes,"4,000-4,999",Yes,+1 (607) 746 4000,"United States

",1310,https://www.facebook.com/sunydelhi/,https://www.4icu.org//i/flags/United-States.png,https://www.instagram.com/sunydelhi/,https://www.linkedin.com/school/state-university-of-new-york-at-delhi/,SUNY Delhi,SUNY Delhi,SUNY Delhi,,https://www.4icu.org//i/screenshots/7702.jpg,School of Applied Technologies | School of Business and Hospitality Management | School of Nursing | School of Veterinary and Applied Sciences | School of Liberal Arts and Sciences,https://twitter.com/SUNYDelhi,https://www.4icu.org//i/logos-seals/7702.png,SUNY Delhi,https://www.4icu.org/reviews/7702.htm,https://en.wikipedia.org/wiki/State_University_of_New_York_at_Delhi,3703,https://www.youtube.com/channel/UC1hnxClYuxHVy688A7Q8EwQ
