Academic_Calendar,Academic_Counseling,Academic_Staff,Acronym,Address,Admission_Office,Admission_Rate,Campus_Setting,Career_Services,Control_Type,Distance_Learning,Entity_Type,Fax,Financial_Aids,Founded,Housing,Institutional_Hospital,International_students,Library,Local_students,Motto,Religious_Affiliation,Selection_Type,Sport_Facilities,Student_Enrollment,Study_Abroad,Tel,country_name,country_rank,flag_img,name,name_t,name_t_t,other_locations,screenshort,subject,uni_logo,university_name,url,wiki,world_rank
Semesters,Yes,200-299,BEU,120 Hasan Aliyev Street Xirdalan  AZ0102 Absheron Azerbaijan,120 Hasan Aliyev Street Khirdalan AZ0102 (12) 349 9966/67 (50) 622 3710,20-30%,Urban,Yes,Public,Not reported,Non-Profit,+994 (12) 349 9990/91,Yes,2016,Yes,Not reported,,Yes,,Building the future together,None,"Yes, based on entrance examinations and students' past academic record and grades",Yes,"2,000-2,999",Yes,+994 (12) 349 9966-67,"Azerbaijan

",8,https://www.4icu.org//i/flags/Azerbaijan.png,Baku Engineering University,Baku Engineering University,Baku Engineering University,,https://www.4icu.org//i/screenshots/187.jpg,Department of Engineering | Department of Economic and Administrative Sciences | Department of Pedagogy,https://www.4icu.org//i/logos-seals/187.png,Baki Muhendislik Universiteti,https://www.4icu.org/reviews/187.htm,https://en.wikipedia.org/wiki/Baku_Engineering_University,4742
Semesters,Yes,400-499,WCU,"31, Istiglaliyyat str. Baku  AZ1001 Absheron Azerbaijan","31, Istiglaliyyat str. Baku AZ1001 (12) 492 6843",70-80%,Urban,Yes,Private,Yes,For-Profit,+994 (12) 492 6701,Yes,1991,Not reported,Not reported,,Yes,,,None,"Yes, based on entrance examinations",Yes,"2,000-2,999",Yes,+994 (12) 492 7418,"Azerbaijan

",9,https://www.4icu.org//i/flags/Azerbaijan.png,Western Caspian University,Western Caspian University,Western Caspian University,,https://www.4icu.org//i/screenshots/188.jpg,School of High Technologies and Innovative Engineering | School of Design | School of Business | School of Economics | School of Philology and Translation | School of Political Science | School of Natural and Applied Sciences | School of Social Sciences,https://www.4icu.org//i/logos-seals/188.png,Qerb Kaspi Universiteti,https://www.4icu.org/reviews/188.htm,https://en.wikipedia.org/wiki/Western_Caspian_University,5468
Semesters,Not reported,300-399,UB,"University Boulevard, PO Box N 4912 Nassau    Bahamas","Portia Smith Student Services Centre, 2nd Floor, Rm 201; PO Box 4912 Nassau  (242) 302 4377",Not reported,Urban,Not reported,Private,Yes,Not reported,+1 (242) 326 7834,Yes,1974,Yes,Not reported,,Yes,,"Knowledge, Truth, Integrity",None,"Yes, based on entrance examinations and students' past academic record and grades",Yes,"8,000-8,999",Yes,+1 (242) 302 4300,"Bahamas

",1,https://www.4icu.org//i/flags/Bahamas.png,University of The Bahamas,University of The Bahamas,University of The Bahamas,"Grand Bahama, San Salvador, Exuma",https://www.4icu.org//i/screenshots/189.jpg,Department of Business | Department of Liberal and Fine Arts | Department of Pure and Applied Sciences | Department of Social and Educational Studies,https://www.4icu.org//i/logos-seals/189.png,University of The Bahamas,https://www.4icu.org/reviews/189.htm,https://en.wikipedia.org/wiki/University_of_the_Bahamas,6939
Semesters,Not reported,Not reported,AGU,"Building 293, Road 2904, Complex 329 Manama   Capital Governorate Bahrain",PO Box 26671 Manama  (17) 239 883 (17) 2239 884,80-90%,Suburban,Not reported,Private,Not reported,Non-Profit,+973 (17) 272 555,Yes,1981,Not reported,Not reported,,Yes,,,Islamic,"Yes, based on entrance examinations and students' past academic record and grades",Not reported,"1,000-1,999",Not reported,+973 (17) 239 999,"Bahrain

",2,https://www.4icu.org//i/flags/Bahrain.png,جامعة الخليج العربي,جامعة الخليج العربي,جامعة الخليج العربي,,https://www.4icu.org//i/screenshots/190.jpg,College of Medicine and Medical Sciences | College of Graduate Studies | French Arabian Business School,https://www.4icu.org//i/logos-seals/190.png,Arabian Gulf University,https://www.4icu.org/reviews/190.htm,https://en.wikipedia.org/wiki/Arabian_Gulf_University,5893
Semesters,Yes,100-199,AUST,"141 & 142, Love Road, Tejgaon Industrial Area Dhaka  1208 Dhaka Bangladesh","141 & 142, Love Road, Tejgaon Industrial Area Dhaka 1208 (2) 887 0422",90-100%,Urban,Yes,Private,Not reported,Non-Profit,+880 (2) 887 0417,Yes,1995,Yes,Not reported,,Yes,,Divine Light is our guide,None,"Yes, based on entrance examinations and students' past academic record and grades",Yes,"2,000-2,999",Yes,+880 (2) 887 0422,"Bangladesh

",8,https://www.4icu.org//i/flags/Bangladesh.png,আহসানউল্লাহ বিজ্ঞান ও প্রযুক্তি বিশ্ববিদ্যালয়,আহসানউল্লাহ বিজ্ঞান ও প্রযুক্তি বিশ্ববিদ্যালয়,আহসানউল্লাহ বিজ্ঞান ও প্রযুক্তি বিশ্ববিদ্যালয়,,https://www.4icu.org//i/screenshots/193.jpg,Department of Architecture and Planning | Department of Engineering | Department of Business and Social Sciences | Department of Education,https://www.4icu.org//i/logos-seals/193.png,Ahsanullah University of Science and Technology,https://www.4icu.org/reviews/193.htm,https://en.wikipedia.org/wiki/Ahsanullah_University_of_Science_and_Technology,5775
Trimesters,Not reported,200-299,AUB,"House 25, Road 5, Sector 7, Uttara Model Town Dhaka  1230 Dhaka Bangladesh","House 25, Road 5, Sector 7, Uttara Model Town Dhaka 1230 (2) 4895 0729",90-100%,Suburban,Not reported,Private,Not reported,Non-Profit,+880 (2) 891 6521,Yes,1996,Yes,Not reported,,Yes,,A New Horizon in Education,None,"Yes, based on entrance examinations and students' past academic record and grades",Yes,"5,000-5,999",Not reported,+880 (2) 4895 0729,"Bangladesh

",75,https://www.4icu.org//i/flags/Bangladesh.png,এশিয়ান ইউনিভার্সিটি অফ বাংলাদেশ,এশিয়ান ইউনিভার্সিটি অফ বাংলাদেশ,এশিয়ান ইউনিভার্সিটি অফ বাংলাদেশ,,https://www.4icu.org//i/screenshots/195.jpg,Department of Arts | Department of Business and Management | Department of Education and Training | Department of Science and Engineering | Department of Social Science,https://www.4icu.org//i/logos-seals/195.png,Asian University of Bangladesh,https://www.4icu.org/reviews/195.htm,https://en.wikipedia.org/wiki/Asian_University_of_Bangladesh,10632
Trimesters,Yes,100-199,BSMRAU,Salna Gazipur  1706 Dhaka Bangladesh,"BSMRAU Salna, Gazipur 1706 (2) 9205 323, (2) 9205 31014",Not reported,Urban,Yes,Public,Not reported,Non-Profit,+880 (2) 920 5316,Yes,1998,Yes,Not reported,,Yes,,"Knowledge, Skill, Technology, Enrichment",None,"Yes, based on entrance examinations and students' past academic record and grades",Yes,"1,000-1,999",Yes,+880 (2) 920 5310-14,"Bangladesh

",31,https://www.4icu.org//i/flags/Bangladesh.png,বঙ্গবন্ধু শেখ মুজিব কৃষি বিশ্ববিদ্যালয়,বঙ্গবন্ধু শেখ মুজিব কৃষি বিশ্ববিদ্যালয়,বঙ্গবন্ধু শেখ মুজিব কৃষি বিশ্ববিদ্যালয়,,https://www.4icu.org//i/screenshots/196.jpg,Department of Graduate Studies | Department of Agriculture | Department of Fisheries | Department of Veterinary Medicine and Animal Science | Department of Agricultural Economics and Rural Development,https://www.4icu.org//i/logos-seals/196.png,Bangabandhu Sheikh Mujibur Rahman Agricultural University,https://www.4icu.org/reviews/196.htm,https://en.wikipedia.org/wiki/Bangabandhu_Sheikh_Mujibur_Rahman_Agricultural_University,8606
Semesters,Not reported,500-599,BSMMU,"Kazi Nazrul Islam Avenue, Shahbag Dhaka  1000 Dhaka Bangladesh","Kazi Nazrul Islam Avenue, Shahbag Dhaka 1000",0-10%,Urban,Not reported,Public,Yes,Non-Profit,+880 (2) 5516 5601,Yes,1998 Origins date back to 1965,Yes,Not reported,,Yes,,,None,"Yes, based on entrance examinations",Yes,"3,000-3,999",Yes,+880 (2) 5516 5760,"Bangladesh

",27,https://www.4icu.org//i/flags/Bangladesh.png,বঙ্গবন্ধু শেখ মুজিব মেডিকেল বিশ্ববিদ্যালয়,বঙ্গবন্ধু শেখ মুজিব মেডিকেল বিশ্ববিদ্যালয়,বঙ্গবন্ধু শেখ মুজিব মেডিকেল বিশ্ববিদ্যালয়,,https://www.4icu.org//i/screenshots/197.jpg,Department of Medicine | Department of Surgery | Department of Basic Science and Para Clinical Science | Department of Dentistry | Department of Nursing | Department of Medical Technology | Department of Preventive and Social Medicine,https://www.4icu.org//i/logos-seals/197.png,Bangabandhu Sheikh Mujib Medical University,https://www.4icu.org/reviews/197.htm,https://en.wikipedia.org/wiki/Bangabandhu_Sheikh_Mujib_Medical_University,8104
Semesters,Not reported,500-599,BAU,BAU Main Road Mymensingh  2202 Dhaka Bangladesh,Mymensingh 2202,0-10%,Urban,Not reported,Public,Yes,Non-Profit,+880 (91) 61580,Yes,1961,Yes,Not reported,,Yes,,"Knowledge, Efficiency, Moral Character",None,"Yes, based on entrance examinations",Yes,"7,000-7,999",Yes,+880 (91) 61510,"Bangladesh

",11,https://www.4icu.org//i/flags/Bangladesh.png,বাংলাদেশ কৃষি বিশ্ববিদ্যালয়,বাংলাদেশ কৃষি বিশ্ববিদ্যালয়,বাংলাদেশ কৃষি বিশ্ববিদ্যালয়,,https://www.4icu.org//i/screenshots/198.jpg,Department of Veterinary Science | Department of Agriculture | Department of Animal Husbandry | Department of Agriculture Economics and Rural Sociology | Department of Agriculture Engineering and Technology | Department of Fisheries,https://www.4icu.org//i/logos-seals/198.png,Bangladesh Agricultural University,https://www.4icu.org/reviews/198.htm,https://en.wikipedia.org/wiki/Bangladesh_Agricultural_University,6012
Semesters,Yes,200-299,CUET,Raozan Chittagong  4349 Chittagong Bangladesh,"Registrar, CUET Chittagong 4349 (31) 714 911 1711 884 043",90-100%,Rural,Yes,Public,Yes,Non-Profit,+880 (31) 714 910,Yes,2003,Yes,Not reported,,Yes,,,None,"Yes, based on entrance examinations and students' past academic record and grades",Yes,"3,000-3,999",Yes,+880 (31) 714 911,"Bangladesh

",17,https://www.4icu.org//i/flags/Bangladesh.png,চট্টগ্রাম প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয়,চট্টগ্রাম প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয়,চট্টগ্রাম প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয়,Kaptai-Rangamati,https://www.4icu.org//i/screenshots/204.jpg,Department of Architecture and Planning | Department of Civil Engineering | Department of Electrical and Computer Engineering | Department of Engineering and Technology | Department of Mechanical Engineering,https://www.4icu.org//i/logos-seals/204.png,Chittagong University of Engineering and Technology,https://www.4icu.org/reviews/204.htm,https://en.wikipedia.org/wiki/Chittagong_University_of_Engineering_%26_Technology,6834
Semesters,Not reported,600-699,GB,"Mirzanagar, Savar Dhaka  1344 Dhaka Bangladesh","Mirzanagar, Savar Dhaka 1344 (2) 779 1815",40-50%,Urban,Not reported,Private,Not reported,Non-Profit,+880 (2) 779 1755,Yes,1998,Yes,Not reported,,Yes,,A University with a Difference,None,"Yes, based on entrance examinations and students' past academic record and grades",Yes,"2,000-2,999",Yes,+880 (2) 779 1884,"Bangladesh

",83,https://www.4icu.org//i/flags/Bangladesh.png,Gono University,Gono University,Gono University,,https://www.4icu.org//i/screenshots/208.jpg,Department of Arts and Social Science | Department of Basic Science and Language | Department of Health Science,https://www.4icu.org//i/logos-seals/208.png,Gono Bishwabidyalay,https://www.4icu.org/reviews/208.htm,https://en.wikipedia.org/wiki/Gono_University,11080
Semesters,Not reported,500-599,BUET,Plassey Dhaka  1000 Dhaka Bangladesh,"Registrar Building, Bangladesh University of Engineering & Technology Dhaka 1000",Not reported,Urban,Not reported,Public,Not reported,Non-Profit,+880 (2) 5861 3046,Not reported,1962 Origins date back to 1876,Yes,Not reported,,Yes,,The ocean of knowledge,None,"Yes, based on entrance examinations",Yes,"5,000-5,999",Yes,+880 (2) 5516 7100,"Bangladesh

",3,https://www.4icu.org//i/flags/Bangladesh.png,বাংলাদেশ প্রকৌশল বিশ্ববিদ্যালয়,বাংলাদেশ প্রকৌশল বিশ্ববিদ্যালয়,বাংলাদেশ প্রকৌশল বিশ্ববিদ্যালয়,,https://www.4icu.org//i/screenshots/202.jpg,Department of Architecture and Planning | Department of Civil Engineering | Department of Electrical and Electronic Engineering | Department of Engineering | Department of Mechanical Engineering,https://www.4icu.org//i/logos-seals/202.png,Bangladesh University of Engineering and Technology,https://www.4icu.org/reviews/202.htm,https://en.wikipedia.org/wiki/Bangladesh_University_of_Engineering_and_Technology,3105
Semesters,Yes,300-399,IUB,"Plot 16, Block B, Aftabuddin Ahmed Road, Bashundhara R/A Dhaka  1221 Dhaka Bangladesh","Plot 16, Block B, Aftabuddin Ahmed Road, Bashundhara R/A Dhaka 1212 (2) 843 1645-53 Ext 1350",60-70%,Urban,Yes,Private,Not reported,Non-Profit,+880 (2) 843 1991,Yes,1993,Yes,Not reported,,Yes,,Teacheth Man That Which He Knew Not,None,"Yes, based on entrance examinations and students' past academic record and grades",Yes,"6,000-6,999",Yes,+880 (2) 843 1645-53,"Bangladesh

",13,https://www.4icu.org//i/flags/Bangladesh.png,ইনডিপেন্ডেন্ট বিশ্ববিদ্যালয়,ইনডিপেন্ডেন্ট বিশ্ববিদ্যালয়,ইনডিপেন্ডেন্ট বিশ্ববিদ্যালয়,Chittagong,https://www.4icu.org//i/screenshots/210.jpg,School of Business | School of Environmental Science and Management | School Liberal Arts and Social Sciences | School of Engineering and Computer Science | School of Public Health | School of Life Sciences,https://www.4icu.org//i/logos-seals/210.png,"Independent University, Bangladesh",https://www.4icu.org/reviews/210.htm,"https://en.wikipedia.org/wiki/Independent_University,_Bangladesh",6390
Semesters,Yes,300-399,IIUC,Kumira Chittagong  4318 Chittagong Bangladesh,Kumira Chittagong 4318,30-40%,Rural,Yes,Private,Not reported,Non-Profit,+880 0304251160,Yes,1995,Yes,Not reported,,Yes,,Combine Quality with Morality,Islamic,"Yes, based on entrance examinations and students' past academic record and grades",Yes,"over-45,000",Yes,+880 09613230505,"Bangladesh

",14,https://www.4icu.org//i/flags/Bangladesh.png,আন্তর্জাতিক ইসলামী বিশ্ববিদ্যালয় চট্টগ্রাম,আন্তর্জাতিক ইসলামী বিশ্ববিদ্যালয় চট্টগ্রাম,আন্তর্জাতিক ইসলামী বিশ্ববিদ্যালয় চট্টগ্রাম,,https://www.4icu.org//i/screenshots/212.jpg,Department of Arts and Humanities | Department of Business Studies | Department of Law | Department of Science and Engineering | Department of Shariah and Islamic Studies,https://www.4icu.org//i/logos-seals/212.png,"International Islamic University, Chittagong",https://www.4icu.org/reviews/212.htm,"https://en.wikipedia.org/wiki/International_Islamic_University,_Chittagong",6752
